stay_id,name,district,accommodation_types,suitable_for,budget_level,description,url/contact number,,,
437,Green Leaf Resort Polonnaruwa,Polonnaruwa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Polonnaruwa,,,
438,Palm Bay Resort Polonnaruwa,Polonnaruwa,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Polonnaruwa,,,
439,Oasis Bay Resort Polonnaruwa,Polonnaruwa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Polonnaruwa,,,
440,Horizon Bay Resort Polonnaruwa,Polonnaruwa,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Polonnaruwa,,,
441,Serene Bay Resort Polonnaruwa,Polonnaruwa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Polonnaruwa,,,
442,Sunset Bay Resort Polonnaruwa,Polonnaruwa,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Polonnaruwa,,,
443,Badulla Grand Hotel,Badulla,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 55 2223344,,,
444,Star Residency Badulla,Badulla,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 55 2234455,,,
445,Horizon Hotel Badulla,Badulla,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 55 2245566,,,
446,Serene Stay Badulla,Badulla,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 55 2256677,,,
447,Palm Residency Badulla,Badulla,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 55 2267788,,,
448,Green Leaf Hotel Badulla,Badulla,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 55 2278899,,,
449,Sunset Hotel Badulla,Badulla,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 55 2289900,,,
450,Horizon Villa Badulla,Badulla,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Badulla,,,
451,Green Garden Villa Badulla,Badulla,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Badulla,,,
452,Palm Breeze Villa Badulla,Badulla,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Badulla,,,
453,Serene Villa Badulla,Badulla,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Badulla,,,
454,Sunset Villa Badulla,Badulla,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Badulla,,,
455,Oasis Villa Badulla,Badulla,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Badulla,,,
456,Palm Bay Villa Badulla,Badulla,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Badulla,,,
457,Badulla Resort,Badulla,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Badulla+Resort,,,
458,Green Leaf Resort Badulla,Badulla,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Badulla,,,
459,Palm Bay Resort Badulla,Badulla,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Badulla,,,
460,Oasis Bay Resort Badulla,Badulla,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Badulla,,,
461,Horizon Bay Resort Badulla,Badulla,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Badulla,,,
462,Serene Bay Resort Badulla,Badulla,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Badulla,,,
463,Sunset Bay Resort Badulla,Badulla,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Badulla,,,
464,Moneragala Grand Hotel,Moneragala,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 55 3223344,,,
465,Star Residency Moneragala,Moneragala,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 55 3234455,,,
466,Horizon Hotel Moneragala,Moneragala,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 55 3245566,,,
467,Serene Stay Moneragala,Moneragala,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 55 3256677,,,
468,Palm Residency Moneragala,Moneragala,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 55 3267788,,,
469,Green Leaf Hotel Moneragala,Moneragala,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 55 3278899,,,
470,Sunset Hotel Moneragala,Moneragala,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 55 3289900,,,
471,Horizon Villa Moneragala,Moneragala,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Moneragala,,,
472,Green Garden Villa Moneragala,Moneragala,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Moneragala,,,
473,Palm Breeze Villa Moneragala,Moneragala,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Moneragala,,,
474,Serene Villa Moneragala,Moneragala,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Moneragala,,,
475,Sunset Villa Moneragala,Moneragala,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Moneragala,,,
476,Oasis Villa Moneragala,Moneragala,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Moneragala,,,
477,Palm Bay Villa Moneragala,Moneragala,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Moneragala,,,
478,Moneragala Resort,Moneragala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Moneragala+Resort,,,
479,Green Leaf Resort Moneragala,Moneragala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Moneragala,,,
480,Palm Bay Resort Moneragala,Moneragala,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Moneragala,,,
481,Oasis Bay Resort Moneragala,Moneragala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Moneragala,,,
482,Horizon Bay Resort Moneragala,Moneragala,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Moneragala,,,
483,Serene Bay Resort Moneragala,Moneragala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Moneragala,,,
484,Sunset Bay Resort Moneragala,Moneragala,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Moneragala,,,
485,Ratnapura Grand Hotel,Ratnapura,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 45 2223344,,,
486,Star Residency Ratnapura,Ratnapura,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 45 2234455,,,
487,Horizon Hotel Ratnapura,Ratnapura,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 45 2245566,,,
488,Serene Stay Ratnapura,Ratnapura,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 45 2256677,,,
489,Palm Residency Ratnapura,Ratnapura,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 45 2267788,,,
490,Green Leaf Hotel Ratnapura,Ratnapura,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 45 2278899,,,
491,Sunset Hotel Ratnapura,Ratnapura,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 45 2289900,,,
492,Horizon Villa Ratnapura,Ratnapura,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Ratnapura,,,
493,Green Garden Villa Ratnapura,Ratnapura,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Ratnapura,,,
494,Palm Breeze Villa Ratnapura,Ratnapura,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Ratnapura,,,
495,Serene Villa Ratnapura,Ratnapura,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Ratnapura,,,
496,Sunset Villa Ratnapura,Ratnapura,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Ratnapura,,,
497,Oasis Villa Ratnapura,Ratnapura,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Ratnapura,,,
498,Palm Bay Villa Ratnapura,Ratnapura,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Ratnapura,,,
499,Ratnapura Resort,Ratnapura,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Ratnapura+Resort,,,
500,Green Leaf Resort Ratnapura,Ratnapura,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Ratnapura,,,
501,Palm Bay Resort Ratnapura,Ratnapura,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Ratnapura,,,
502,Oasis Bay Resort Ratnapura,Ratnapura,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Ratnapura,,,
503,Horizon Bay Resort Ratnapura,Ratnapura,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Ratnapura,,,
504,Serene Bay Resort Ratnapura,Ratnapura,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Ratnapura,,,
505,Sunset Bay Resort Ratnapura,Ratnapura,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Ratnapura,,,
506,Kegalle Grand Hotel,Kegalle,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 35 2223344,,,
507,Star Residency Kegalle,Kegalle,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 35 2234455,,,
508,Horizon Hotel Kegalle,Kegalle,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 35 2245566,,,
509,Serene Stay Kegalle,Kegalle,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 35 2256677,,,
510,Palm Residency Kegalle,Kegalle,Hotel,Couple;Solo,Medium,Click here to visit the website or get contact details.,+94 35 2267788,,,
511,Green Leaf Hotel Kegalle,Kegalle,Hotel,Family;Couple,Medium,Click here to visit the website or get contact details.,+94 35 2278899,,,
512,Sunset Hotel Kegalle,Kegalle,Hotel,Couple;Family,Medium,Click here to visit the website or get contact details.,+94 35 2289900,,,
513,Horizon Villa Kegalle,Kegalle,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Villa+Kegalle,,,
514,Green Garden Villa Kegalle,Kegalle,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Garden+Villa+Kegalle,,,
515,Palm Breeze Villa Kegalle,Kegalle,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Breeze+Villa+Kegalle,,,
516,Serene Villa Kegalle,Kegalle,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Villa+Kegalle,,,
517,Sunset Villa Kegalle,Kegalle,Villa,Couple;Solo,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Villa+Kegalle,,,
518,Oasis Villa Kegalle,Kegalle,Villa,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Villa+Kegalle,,,
519,Palm Bay Villa Kegalle,Kegalle,Villa,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Villa+Kegalle,,,
520,Kegalle Resort,Kegalle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Kegalle+Resort,,,
521,Green Leaf Resort Kegalle,Kegalle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Green+Leaf+Resort+Kegalle,,,
522,Palm Bay Resort Kegalle,Kegalle,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Palm+Bay+Resort+Kegalle,,,
523,Oasis Bay Resort Kegalle,Kegalle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Oasis+Bay+Resort+Kegalle,,,
524,Horizon Bay Resort Kegalle,Kegalle,Resort,Couple;Family,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Horizon+Bay+Resort+Kegalle,,,
525,Serene Bay Resort Kegalle,Kegalle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Serene+Bay+Resort+Kegalle,,,
526,Sunset Bay Resort Kegalle,Kegalle,Resort,Family;Couple,Medium,Click here to visit the website or get contact details.,https://www.google.com/search?q=Sunset+Bay+Resort+Kegalle,,,
